timestamp,message
1648225965960,"Epoch: 3, BCELoss: 0.47366780650858975"
1648226847369,"Epoch: 4, BCELoss: 0.5227943141849674"
1648227775773,"Epoch: 5, BCELoss: 0.549725070291636"
1648228625174,"Epoch: 6, BCELoss: 0.44258484305167684"
1648229475551,"Epoch: 7, BCELoss: 0.3756204350870483"
1648230449007,"Epoch: 8, BCELoss: 0.34047755234095517"
1648231433445,"Epoch: 9, BCELoss: 0.32665550283023287"
1648232467906,"Epoch: 10, BCELoss: 0.29612479100421985"
1648232468907,"2022-03-25 18:21:08,394 sagemaker-containers INFO     Reporting training SUCCESS"
